Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,0,Non-Travel,379,Sales,16,4,Life Sciences,1,598.0,2,Female,72,3,1,Sales Representative,3,Married,1091,4681,1,Y,No,12,3,3,80,1,1,2,3,1,0,0,0
34,0,Non-Travel,204,Sales,17,3,Medical,1,1605.0,3,Female,85,2,2,Sales Executive,3,Married,6125,13943,1,Y,No,17,3,2,80,0,10,3,3,10,8,9,6
21,1,Non-Travel,1372,Sales,10,3,Marketing,1,1449.0,1,Female,81,3,1,Sales Representative,3,Single,3447,15471,1,Y,No,14,3,3,80,0,3,2,2,2,1,1,0
35,1,Non-Travel,337,Sales,8,3,Marketing,1,850.0,2,Female,50,3,3,Sales Executive,4,Married,10306,23452,8,Y,No,14,3,3,80,0,15,3,3,11,9,6,9
46,0,Non-Travel,444,Sales,2,4,Marketing,1,1495.0,2,Female,78,3,2,Sales Executive,2,Married,5484,9966,7,Y,No,17,3,3,80,1,14,2,3,6,3,1,4
43,0,Travel_Rarely,267,Sales,11,1,Life Sciences,1,27.0,4,Male,82,2,2,Sales Executive,1,Married,6274,18500,1,Y,No,14,3,2,80,0,6,1,3,5,3,1,4
32,0,Travel_Rarely,1488,Sales,3,4,Marketing,1,94.0,2,Female,76,3,1,Sales Representative,2,Single,2269,16495,0,Y,Yes,11,3,4,80,0,3,4,3,2,2,1,2
20,0,Travel_Rarely,305,Sales,23,4,Life Sciences,1,874.0,2,Male,62,4,1,Sales Representative,4,Married,2404,20206,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
21,0,Travel_Rarely,635,Sales,11,3,Life Sciences,1,1161.0,2,Male,52,2,1,Sales Representative,4,Married,2405,24439,0,Y,No,18,3,3,80,1,3,1,3,2,2,2,2
39,0,Travel_Frequently,704,Sales,7,3,Marketing,1,902.0,4,Male,33,3,2,Sales Executive,4,Married,6893,21698,2,Y,No,11,3,2,80,1,11,3,3,7,7,7,6
33,0,Travel_Frequently,793,Sales,8,4,Life Sciences,1,1700.0,3,Male,31,1,2,Sales Executive,4,Married,5505,12250,1,Y,No,22,4,3,80,1,6,3,3,6,3,0,2
31,0,Travel_Frequently,1154,Sales,5,4,Life Sciences,1,269.0,1,Male,37,3,1,Sales Representative,2,Divorced,2789,17674,1,Y,No,13,3,4,80,1,2,2,3,2,2,2,2
33,0,Travel_Frequently,1120,Sales,2,3,Marketing,1,555.0,2,Male,33,1,2,Sales Executive,3,Divorced,5505,17434,1,Y,No,15,3,4,80,1,6,2,2,5,4,0,4
30,0,Travel_Frequently,1212,Sales,2,3,Marketing,1,179.0,3,Male,53,1,2,Sales Executive,4,Divorced,4209,21922,1,Y,Yes,11,3,4,80,1,11,3,2,11,8,2,7
40,1,Travel_Frequently,869,Sales,20,4,Marketing,1,141.0,1,Male,73,3,2,Sales Executive,2,Divorced,6230,6889,4,Y,Yes,24,4,1,80,1,17,2,3,18,13,1,12
38,0,Travel_Frequently,464,Research & Development,1,4,Other,1,277.0,4,Male,43,3,2,Research Scientist,3,Single,6962,7677,8,Y,Yes,16,3,4,80,0,15,3,2,1,0,1,0
55,1,Travel_Frequently,827,Research & Development,2,3,Medical,1,1459.0,4,Male,100,4,5,Manager,2,Divorced,19859,5033,5,Y,Yes,13,3,1,80,1,24,2,3,5,2,1,4
56,0,Travel_Frequently,555,Research & Development,10,3,Other,1,1459.0,2,Female,100,4,4,Manufacturing Director,2,Divorced,13402,22174,3,Y,No,17,3,1,80,3,33,3,3,19,16,15,9
35,0,Non-Travel,570,Research & Development,29,4,Life Sciences,1,22.0,2,Female,96,4,2,Healthcare Representative,4,Married,4148,12932,1,Y,No,12,3,2,80,2,15,1,2,14,11,2,9
29,0,Non-Travel,516,Research & Development,24,3,Technical Degree,1,850.0,4,Female,50,3,2,Healthcare Representative,4,Single,4335,7815,5,Y,Yes,19,3,3,80,0,11,4,3,8,7,1,1
40,0,Travel_Rarely,1373,Research & Development,10,4,Life Sciences,1,10.0,4,Male,36,4,3,Manufacturing Director,4,Single,10048,3835,6,Y,No,18,3,2,80,0,17,2,3,17,12,14,12
26,0,Non-Travel,1275,Research & Development,8,3,Medical,1,771.0,4,Female,61,3,1,Research Scientist,1,Single,2886,13684,1,Y,No,18,3,1,80,0,3,5,3,3,2,0,2
30,0,Travel_Rarely,699,Research & Development,11,3,Medical,1,1498.0,2,Male,79,4,1,Research Scientist,2,Married,2083,16873,1,Y,No,11,3,4,80,1,1,3,3,1,0,0,0
50,1,Travel_Rarely,906,Research & Development,26,3,Life Sciences,1,1702.0,1,Female,99,3,5,Manager,4,Married,19926,5594,3,Y,No,17,3,2,80,1,21,5,1,5,4,4,4
50,0,Travel_Rarely,1473,Research & Development,9,3,Other,1,596.0,3,Female,48,2,5,Manager,3,Married,18200,9489,1,Y,Yes,15,3,3,80,1,32,4,3,32,5,10,7
37,0,Travel_Frequently,471,Research & Development,22,4,Other,1,277.0,1,Female,43,3,1,Research Scientist,3,Divorced,2320,2890,3,Y,No,22,4,4,80,2,8,3,2,5,4,0,1
45,0,Travel_Frequently,474,Research & Development,1,3,Life Sciences,1,1286.0,1,Female,44,3,3,Research Scientist,3,Divorced,9724,7505,6,Y,No,18,3,3,80,3,25,3,3,1,0,0,0
27,0,Travel_Rarely,635,Research & Development,10,3,Medical,1,14.0,2,Male,84,4,1,Research Scientist,2,Single,2045,22573,0,Y,No,19,3,3,80,0,5,5,3,4,2,1,1
36,0,Travel_Frequently,782,Research & Development,13,5,Medical,1,1520.0,2,Male,87,3,1,Laboratory Technician,4,Married,3743,9277,1,Y,Yes,14,3,1,80,1,5,4,2,4,2,0,2
37,1,Travel_Frequently,1017,Research & Development,26,2,Medical,1,1477.0,1,Male,54,3,3,Research Director,1,Married,12185,16092,1,Y,Yes,11,3,1,80,2,10,2,3,10,8,0,7
24,0,Travel_Frequently,1176,Human Resources,10,2,Life Sciences,1,1711.0,4,Male,59,4,1,Human Resources,3,Married,2145,20652,0,Y,No,19,3,2,80,1,3,3,3,2,2,2,1
28,1,Travel_Frequently,307,Research & Development,24,4,Medical,1,124.0,3,Male,40,2,1,Laboratory Technician,1,Married,2154,23402,0,Y,No,13,3,3,80,3,5,3,4,4,2,0,3
39,0,Travel_Frequently,1089,Research & Development,6,3,Medical,1,809.0,2,Male,66,3,2,Laboratory Technician,4,Single,6782,6239,8,Y,No,11,3,2,80,0,9,2,3,5,4,0,3
42,0,Travel_Frequently,1169,Research & Development,2,4,Medical,1,1477.0,2,Female,54,3,2,Laboratory Technician,1,Married,5679,2338,8,Y,No,18,3,1,80,1,10,3,3,10,2,2,2
29,0,Travel_Frequently,581,Research & Development,1,4,Life Sciences,1,12.0,4,Female,44,2,1,Research Scientist,3,Single,2514,17231,8,Y,No,14,3,2,80,0,11,2,4,7,5,1,7
33,0,Travel_Frequently,313,Research & Development,2,2,Medical,1,1487.0,4,Female,51,3,2,Research Scientist,2,Married,4508,7790,1,Y,No,17,3,1,80,3,14,3,3,14,11,2,9
43,0,Travel_Frequently,1442,Research & Development,1,3,Medical,1,1459.0,4,Female,100,4,2,Manufacturing Director,2,Married,4765,8952,2,Y,No,24,4,1,80,1,4,2,4,1,0,0,0
38,0,Travel_Rarely,1171,Research & Development,9,4,Life Sciences,1,1789.0,4,Male,46,3,1,Laboratory Technician,4,Divorced,3646,12315,9,Y,Yes,17,3,3,80,1,11,2,3,1,1,0,0
40,0,Travel_Frequently,548,Research & Development,8,3,Life Sciences,1,85.0,3,Male,95,2,3,Research Director,2,Married,13757,3064,6,Y,No,12,3,3,80,1,16,2,3,9,8,4,8
29,0,Travel_Frequently,770,Human Resources,1,3,Life Sciences,1,1781.0,3,Male,92,3,1,Human Resources,1,Married,2342,16901,0,Y,Yes,13,3,4,80,0,6,2,3,5,4,1,3
31,0,Travel_Frequently,1116,Research & Development,5,4,Other,1,2065.0,3,Male,63,2,4,Research Director,2,Married,16422,20445,3,Y,No,12,3,4,80,0,9,5,2,2,2,1,0
31,0,Travel_Frequently,1450,Research & Development,27,3,Life Sciences,1,1520.0,4,Male,87,3,1,Research Scientist,4,Single,2321,25275,0,Y,Yes,12,3,1,80,0,4,2,2,3,2,1,2
50,0,Non-Travel,262,Research & Development,3,4,Medical,1,160.0,3,Female,95,3,3,Research Director,2,Single,13269,4156,4,Y,No,18,3,1,80,0,19,3,3,14,11,1,11
36,0,Travel_Rarely,806,Research & Development,10,4,Medical,1,27.0,2,Female,82,2,2,Manufacturing Director,1,Single,4213,7100,1,Y,Yes,13,3,2,80,0,10,3,3,10,3,9,7
30,0,Non-Travel,713,Research & Development,1,5,Life Sciences,1,224.0,3,Male,79,2,1,Research Scientist,3,Married,2345,11038,3,Y,Yes,17,3,4,80,1,8,2,3,4,2,0,0
35,1,Travel_Rarely,534,Research & Development,15,2,Life Sciences,1,1856.0,1,Female,64,3,1,Laboratory Technician,3,Single,3339,21653,7,Y,No,13,3,3,80,0,10,3,3,11,9,6,7
31,0,Travel_Rarely,830,Research & Development,2,2,Other,1,1016.0,1,Female,95,2,1,Laboratory Technician,1,Married,3730,19658,6,Y,No,13,3,1,80,1,4,1,2,3,2,1,2
31,1,Travel_Rarely,359,Human Resources,1,3,Human Resources,1,223.0,4,Female,83,4,2,Human Resources,4,Married,6410,6599,4,Y,No,15,3,2,80,0,9,3,3,2,2,1,0
41,0,Travel_Rarely,177,Research & Development,4,1,Technical Degree,1,498.0,1,Female,91,2,1,Laboratory Technician,1,Married,3377,10333,4,Y,No,13,3,4,80,1,8,2,4,4,2,0,2
38,1,Travel_Rarely,286,Research & Development,5,3,Life Sciences,1,103.0,4,Female,80,3,3,Manufacturing Director,2,Divorced,7861,25725,4,Y,Yes,14,3,4,80,1,10,2,3,1,0,0,0
23,0,Non-Travel,253,Research & Development,2,3,Life Sciences,1,905.0,2,Female,98,3,1,Laboratory Technician,1,Divorced,2500,23826,1,Y,Yes,14,3,4,80,2,4,3,3,4,3,0,2
32,0,Travel_Rarely,214,Human Resources,7,3,Human Resources,1,724.0,3,Female,33,4,1,Human Resources,4,Married,2148,14034,6,Y,No,15,3,3,80,2,6,3,3,4,2,1,2
43,0,Travel_Rarely,575,Research & Development,1,1,Technical Degree,1,985.0,1,Female,41,4,1,Laboratory Technician,3,Married,2258,21447,4,Y,No,12,3,4,80,3,8,6,3,3,2,1,2
48,0,Travel_Rarely,611,Research & Development,2,4,Life Sciences,1,549.0,2,Male,41,3,2,Laboratory Technician,1,Married,3069,10515,2,Y,No,11,3,4,80,2,11,3,3,10,9,3,8
45,0,Travel_Rarely,477,Research & Development,20,3,Medical,1,410.0,1,Female,88,3,3,Healthcare Representative,2,Married,8008,18382,4,Y,No,15,3,2,80,3,9,3,3,3,2,0,2
40,0,Travel_Rarely,813,Research & Development,9,3,Life Sciences,1,1479.0,4,Female,96,3,2,Laboratory Technician,3,Married,4011,23457,8,Y,No,12,3,3,80,3,16,3,3,1,0,0,0
46,0,Travel_Rarely,288,Research & Development,2,4,Life Sciences,1,1607.0,4,Male,35,4,2,Manufacturing Director,4,Married,7379,18437,8,Y,Yes,18,3,4,80,0,12,2,1,6,3,1,4
27,0,Travel_Rarely,1302,Research & Development,8,1,Technical Degree,1,1241.0,1,Male,90,3,2,Manufacturing Director,1,Single,4298,10228,2,Y,Yes,11,3,4,80,0,6,2,3,2,2,2,0
36,0,Travel_Rarely,1091,Research & Development,1,3,Life Sciences,1,1256.0,4,Male,85,2,2,Healthcare Representative,3,Married,6586,18775,0,Y,No,20,4,3,80,1,17,3,3,16,8,4,11
51,0,Travel_Rarely,734,Research & Development,19,4,Life Sciences,1,371.0,3,Male,47,3,3,Healthcare Representative,1,Married,7484,22645,7,Y,Yes,13,3,3,80,1,23,2,3,11,10,11,8
47,0,Travel_Rarely,1485,Sales,13,3,Life Sciences,1,1607.0,3,Male,35,4,5,Manager,4,Married,15972,23679,5,Y,No,21,4,4,80,1,29,5,2,3,2,1,2
45,0,Travel_Rarely,883,Sales,7,3,Medical,1,1479.0,3,Male,96,3,3,Sales Executive,3,Single,9241,23743,1,Y,No,13,3,3,80,0,10,2,2,10,8,9,7
49,0,Travel_Rarely,237,Sales,2,2,Medical,1,1448.0,4,Male,90,4,1,Sales Representative,3,Married,3482,18218,1,Y,Yes,17,3,1,80,0,10,4,2,9,6,1,5
51,0,Travel_Rarely,691,Sales,1,4,Marketing,1,1435.0,4,Male,74,3,4,Manager,1,Married,16307,21816,3,Y,No,19,3,3,80,0,29,2,3,20,6,4,17
44,0,Travel_Rarely,1144,Sales,13,3,Medical,1,600.0,4,Female,85,3,4,Manager,3,Married,16064,9277,3,Y,No,13,3,3,80,2,22,5,3,17,13,1,9
32,0,Travel_Rarely,1398,Sales,16,3,Medical,1,1417.0,4,Female,100,4,2,Sales Executive,1,Single,5304,7744,3,Y,No,13,3,4,80,0,9,4,3,5,2,0,3
31,0,Travel_Rarely,1146,Sales,1,4,Medical,1,1439.0,2,Male,68,2,2,Sales Executive,1,Married,9278,21445,0,Y,No,18,3,1,80,1,10,5,2,16,9,1,10
35,1,Travel_Rarely,880,Sales,8,3,Other,1,1097.0,4,Male,59,3,2,Sales Executive,3,Single,5313,14229,0,Y,Yes,11,3,4,80,0,10,2,4,5,0,0,3
34,0,Travel_Rarely,144,Sales,7,3,Marketing,1,604.0,1,Male,77,3,2,Sales Executive,4,Married,4302,10950,0,Y,Yes,11,3,3,80,1,4,2,3,3,2,0,2
35,0,Travel_Rarely,218,Sales,7,2,Technical Degree,1,1515.0,2,Male,69,3,3,Sales Executive,3,Married,9738,16192,0,Y,No,12,3,1,80,0,10,2,2,9,7,0,6
29,0,Travel_Rarely,750,Sales,1,3,Marketing,1,374.0,3,Male,81,3,1,Sales Representative,1,Single,2157,6842,1,Y,No,13,3,3,80,0,3,2,4,3,1,0,2
27,0,Travel_Rarely,531,Sales,20,5,Marketing,1,874.0,4,Male,62,4,2,Sales Executive,4,Single,6349,10737,0,Y,No,12,3,3,80,0,6,3,4,5,2,1,4
39,0,Travel_Rarely,1422,Sales,25,3,Life Sciences,1,410.0,1,Male,88,3,2,Sales Executive,2,Married,5238,5268,5,Y,No,15,3,2,80,0,12,4,3,1,0,0,0
50,1,Travel_Rarely,575,Sales,2,3,Marketing,1,981.0,3,Male,45,3,3,Sales Executive,3,Married,10854,6073,4,Y,Yes,17,3,3,80,1,20,2,3,3,2,2,0
35,1,Travel_Rarely,662,Sales,2,4,Marketing,1,1608.0,4,Male,31,3,2,Sales Executive,4,Married,4312,8429,0,Y,Yes,11,3,4,80,1,16,2,2,15,13,2,8
40,0,Travel_Rarely,1242,Sales,1,3,Life Sciences,1,1317.0,1,Female,43,3,2,Sales Executive,1,Single,5677,10205,8,Y,No,12,3,2,80,0,15,4,1,14,7,8,10
30,0,Travel_Rarely,145,Sales,19,3,Life Sciences,1,271.0,4,Female,41,3,3,Sales Executive,4,Single,7436,22670,1,Y,No,18,3,3,80,0,10,2,3,10,8,6,7
34,0,Non-Travel,570,Sales,11,3,Marketing,1,604.0,4,Female,79,4,3,Sales Executive,1,Divorced,9888,24439,1,Y,No,12,3,1,80,2,14,4,3,14,8,2,1
36,0,Non-Travel,1242,Sales,8,4,Life Sciences,1,626.0,1,Female,69,3,2,Sales Executive,2,Divorced,4201,4187,1,Y,No,21,4,4,80,1,10,3,1,10,0,0,8
33,0,Travel_Rarely,1443,Sales,8,4,Marketing,1,1296.0,4,Female,48,2,3,Sales Executive,3,Married,10422,6152,2,Y,No,18,3,3,80,1,14,2,3,14,10,3,7
46,1,Travel_Rarely,1420,Research & Development,3,3,Other,1,1098.0,3,Female,91,2,5,Manager,1,Single,19202,21526,8,Y,No,13,3,4,80,0,25,3,2,7,3,0,7
46,0,Non-Travel,405,Research & Development,4,3,Technical Degree,1,492.0,2,Female,32,3,4,Manager,4,Married,17048,16031,4,Y,No,11,3,4,80,1,28,3,2,26,15,15,9
45,0,Travel_Rarely,950,Research & Development,10,1,Medical,1,501.0,4,Female,96,3,4,Manager,3,Single,16792,10675,7,Y,No,20,4,2,80,0,22,2,2,20,7,11,13
26,0,Travel_Rarely,1385,Research & Development,23,3,Medical,1,1607.0,3,Female,35,4,1,Research Scientist,4,Married,2771,18168,0,Y,Yes,13,3,4,80,1,8,3,3,7,7,5,7
44,0,Travel_Rarely,845,Human Resources,3,2,Medical,1,1789.0,2,Female,46,3,2,Human Resources,4,Single,5985,16102,9,Y,No,13,3,3,80,0,10,3,3,2,2,0,2
36,1,Travel_Rarely,359,Human Resources,20,3,Life Sciences,1,1497.0,4,Female,77,2,1,Human Resources,3,Married,2187,24406,4,Y,No,15,3,3,80,1,6,0,3,2,2,2,2
36,0,Travel_Rarely,1349,Research & Development,1,4,Life Sciences,1,223.0,1,Female,83,4,1,Research Scientist,4,Single,3419,3974,6,Y,No,12,3,2,80,0,6,3,1,1,1,0,0
44,0,Travel_Rarely,625,Research & Development,2,3,Medical,1,1188.0,4,Female,85,1,4,Manager,3,Married,16099,7530,2,Y,No,12,3,2,80,1,24,0,2,20,6,14,17
45,0,Travel_Rarely,957,Research & Development,5,3,Life Sciences,1,1161.0,2,Female,52,2,5,Manager,4,Single,18061,8934,3,Y,No,11,3,3,80,0,22,3,3,0,0,0,0
30,1,Travel_Rarely,289,Research & Development,7,4,Medical,1,2019.0,3,Male,48,3,1,Research Scientist,1,Married,2342,7143,0,Y,No,14,3,3,80,1,5,3,2,4,2,2,3
28,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,223.0,2,Male,83,4,1,Research Scientist,4,Single,1563,14004,1,Y,Yes,11,3,2,80,0,1,2,3,1,1,0,0
29,0,Travel_Rarely,446,Research & Development,7,3,Technical Degree,1,908.0,2,Male,98,3,1,Research Scientist,2,Married,2109,26062,1,Y,No,18,3,4,80,1,1,2,2,1,0,1,0
36,1,Travel_Rarely,807,Human Resources,28,2,Medical,1,1240.0,3,Female,57,3,1,Human Resources,4,Married,2143,4927,5,Y,Yes,15,3,2,80,1,8,2,3,3,2,1,2
41,0,Travel_Rarely,343,Research & Development,2,3,Life Sciences,1,1617.0,3,Female,84,3,4,Manager,1,Single,14852,24793,9,Y,Yes,11,3,4,80,0,22,3,3,18,7,3,17
48,0,Travel_Rarely,1099,Research & Development,8,3,Life Sciences,1,90.0,2,Female,79,2,5,Research Director,3,Married,18265,22477,9,Y,No,22,4,1,80,1,25,4,3,1,0,0,0
32,0,Non-Travel,471,Research & Development,8,4,Life Sciences,1,1248.0,1,Male,96,2,2,Research Scientist,2,Married,5470,24008,0,Y,No,11,3,2,80,1,10,3,2,9,5,1,6
35,1,Non-Travel,318,Research & Development,3,3,Medical,1,419.0,2,Male,47,3,2,Laboratory Technician,2,Single,3407,3995,6,Y,Yes,15,3,3,80,0,10,2,2,7,7,6,2
25,1,Travel_Rarely,360,Research & Development,8,1,Medical,1,94.0,3,Male,76,3,1,Laboratory Technician,2,Married,3917,5044,0,Y,No,22,4,4,80,1,3,4,3,3,2,1,2
24,0,Travel_Rarely,894,Research & Development,8,3,Medical,1,172.0,4,Male,61,3,1,Laboratory Technician,4,Married,3162,4022,0,Y,No,20,4,4,80,0,6,3,3,5,2,3,4
29,0,Travel_Rarely,546,Research & Development,1,4,Medical,1,720.0,3,Male,65,3,2,Manufacturing Director,3,Single,5762,5207,2,Y,No,11,3,1,80,0,15,3,3,7,7,1,7
34,0,Travel_Rarely,711,Research & Development,18,3,Medical,1,1601.0,1,Female,63,2,1,Laboratory Technician,4,Married,2296,26312,0,Y,No,14,3,4,80,1,2,3,1,1,1,0,0
35,0,Travel_Rarely,443,Research & Development,2,5,Medical,1,600.0,3,Male,85,3,1,Laboratory Technician,3,Married,3743,2396,1,Y,No,14,3,3,80,1,5,2,3,4,2,0,2
40,0,Travel_Rarely,977,Research & Development,8,3,Technical Degree,1,1268.0,4,Male,82,4,1,Research Scientist,3,Married,2515,6076,6,Y,No,12,3,4,80,0,8,2,3,2,2,0,2
18,0,Travel_Rarely,546,Research & Development,7,3,Life Sciences,1,1319.0,2,Male,64,3,1,Laboratory Technician,2,Single,1904,24208,1,Y,No,13,3,3,80,0,0,3,3,0,0,0,0
37,0,Travel_Rarely,890,Research & Development,15,4,Life Sciences,1,1604.0,3,Female,51,3,1,Laboratory Technician,2,Married,2835,12682,2,Y,No,18,3,3,80,1,7,3,3,1,0,0,0
39,0,Travel_Rarely,806,Research & Development,7,3,Life Sciences,1,892.0,2,Female,78,4,1,Laboratory Technician,2,Married,3646,8277,4,Y,No,21,4,4,80,1,11,2,3,1,0,0,0
32,0,Travel_Rarely,911,Research & Development,2,4,Medical,1,565.0,4,Female,71,2,2,Laboratory Technician,2,Married,5309,19715,1,Y,No,12,3,2,80,1,10,4,2,10,9,4,7
33,0,Travel_Rarely,302,Research & Development,14,1,Medical,1,569.0,2,Female,88,2,1,Laboratory Technician,3,Married,2258,2912,7,Y,No,19,3,2,80,0,8,5,3,3,2,2,2
40,0,Travel_Rarely,890,Research & Development,9,1,Medical,1,296.0,3,Female,81,2,5,Research Director,2,Married,19626,17616,1,Y,No,17,3,4,80,1,21,3,3,20,7,4,9
28,0,Non-Travel,1084,Research & Development,26,4,Life Sciences,1,1495.0,4,Female,78,3,1,Laboratory Technician,2,Divorced,3867,13871,1,Y,No,11,3,3,80,1,2,3,1,2,2,2,2
32,0,Non-Travel,471,Research & Development,2,3,Technical Degree,1,1449.0,1,Female,81,3,1,Research Scientist,3,Divorced,3432,24017,4,Y,No,15,3,3,80,1,8,4,2,5,2,0,2
31,0,Travel_Rarely,1275,Research & Development,9,2,Medical,1,1433.0,4,Male,34,2,1,Laboratory Technician,2,Married,3479,15182,0,Y,No,22,4,3,80,3,6,6,3,5,4,1,4
32,0,Travel_Rarely,1311,Research & Development,29,4,Life Sciences,1,2017.0,2,Female,42,4,2,Laboratory Technician,4,Married,5309,19788,1,Y,No,13,3,1,80,1,10,2,1,10,7,3,7
39,0,Travel_Rarely,1299,Research & Development,9,2,Medical,1,1244.0,3,Male,42,3,3,Healthcare Representative,1,Married,9991,16117,2,Y,No,13,3,4,80,1,9,2,2,7,7,1,7
35,0,Travel_Rarely,1125,Research & Development,29,3,Life Sciences,1,1033.0,4,Male,61,1,3,Manufacturing Director,2,Single,7861,15919,4,Y,No,12,3,1,80,0,10,5,3,1,1,0,0
39,0,Travel_Rarely,1476,Research & Development,1,2,Life Sciences,1,1152.0,3,Female,37,4,3,Manufacturing Director,3,Married,8376,9755,3,Y,No,12,3,4,80,1,9,5,3,2,2,2,2
43,0,Travel_Rarely,1308,Research & Development,4,3,Life Sciences,1,1312.0,3,Male,63,3,2,Healthcare Representative,3,Married,4522,15815,2,Y,No,18,3,1,80,1,8,3,3,5,2,0,4
59,0,Travel_Rarely,254,Research & Development,19,1,Life Sciences,1,1497.0,2,Female,77,2,4,Manufacturing Director,3,Single,13726,22670,3,Y,Yes,16,3,3,80,0,30,2,3,5,4,4,3
36,0,Travel_Rarely,267,Research & Development,1,4,Life Sciences,1,1609.0,3,Female,48,2,2,Manufacturing Director,2,Married,6434,14908,4,Y,No,11,3,2,80,2,9,3,3,3,2,0,2
29,0,Travel_Rarely,408,Research & Development,1,2,Technical Degree,1,1295.0,3,Male,73,3,2,Healthcare Representative,4,Married,5745,2689,0,Y,No,17,3,4,80,1,10,3,3,9,4,0,8
51,0,Travel_Rarely,465,Research & Development,1,1,Life Sciences,1,1415.0,1,Male,81,3,4,Healthcare Representative,4,Single,13734,4077,3,Y,No,19,3,2,80,0,21,3,2,7,7,1,0
35,0,Travel_Rarely,142,Sales,28,3,Medical,1,225.0,1,Male,97,3,2,Sales Executive,4,Single,5813,25348,1,Y,No,14,3,3,80,0,10,2,3,10,0,7,7
41,0,Travel_Rarely,541,Sales,20,4,Medical,1,1152.0,1,Male,37,4,2,Sales Executive,3,Single,5993,7003,8,Y,No,13,3,4,80,0,8,4,3,6,4,0,4
34,0,Travel_Rarely,1093,Sales,8,3,Medical,1,1152.0,2,Male,37,4,3,Sales Executive,3,Married,10854,25178,0,Y,No,22,4,4,80,1,9,0,3,7,7,1,1
30,0,Travel_Rarely,1065,Sales,8,3,Marketing,1,1433.0,2,Female,34,2,2,Sales Executive,2,Married,4115,6597,4,Y,No,16,3,3,80,1,8,4,3,4,3,0,3
19,0,Travel_Rarely,845,Sales,2,3,Medical,1,1447.0,4,Male,86,2,1,Sales Representative,2,Divorced,1675,3536,1,Y,No,11,3,1,80,2,0,3,3,0,0,0,0
47,0,Travel_Rarely,682,Sales,5,3,Medical,1,1859.0,2,Female,93,1,2,Sales Executive,3,Divorced,5736,20898,7,Y,No,13,3,4,80,1,10,2,1,3,2,1,2
35,0,Travel_Rarely,525,Sales,1,3,Medical,1,1259.0,1,Female,76,3,2,Sales Executive,3,Divorced,4639,24904,2,Y,No,20,4,2,80,1,17,2,4,17,14,5,15
27,0,Travel_Rarely,991,Sales,4,3,Medical,1,1609.0,1,Female,48,2,2,Sales Executive,2,Divorced,9981,26458,1,Y,Yes,14,3,2,80,1,7,3,2,7,7,0,7
43,0,Travel_Rarely,231,Sales,1,3,Other,1,258.0,3,Male,98,3,3,Sales Executive,2,Married,10798,15970,0,Y,No,17,3,3,80,1,18,0,4,1,0,0,0
38,0,Travel_Rarely,300,Sales,13,3,Marketing,1,635.0,3,Male,65,3,3,Sales Executive,2,Married,7351,23679,2,Y,No,17,3,2,80,0,10,3,2,1,0,0,0
41,1,Travel_Rarely,526,Sales,22,3,Marketing,1,1030.0,4,Female,64,3,2,Sales Executive,4,Single,9355,5083,1,Y,Yes,23,4,2,80,0,8,3,2,8,7,7,7
40,1,Travel_Rarely,1218,Sales,20,2,Life Sciences,1,419.0,3,Female,47,3,2,Sales Executive,1,Married,6852,24406,7,Y,No,12,3,3,80,3,7,6,3,5,4,1,3
28,0,Travel_Rarely,1146,Sales,1,2,Technical Degree,1,1412.0,4,Female,81,3,2,Sales Executive,3,Single,4724,13301,1,Y,No,17,3,2,80,0,5,3,3,5,4,0,4
34,0,Travel_Rarely,218,Sales,4,3,Technical Degree,1,1478.0,3,Male,81,1,2,Sales Executive,1,Single,5714,4605,1,Y,No,12,3,4,80,0,6,5,3,6,0,1,2
39,0,Travel_Rarely,345,Sales,2,2,Marketing,1,1417.0,4,Male,100,4,2,Sales Executive,1,Single,6439,6670,7,Y,No,18,3,4,80,0,18,2,3,7,7,1,7
30,1,Non-Travel,959,Sales,24,3,Other,1,1458.0,4,Male,54,2,3,Sales Executive,1,Divorced,8189,24447,7,Y,Yes,17,3,2,80,1,12,2,3,7,7,1,7
27,0,Travel_Rarely,467,Sales,12,2,Life Sciences,1,499.0,3,Male,31,2,2,Sales Executive,3,Married,5071,4345,3,Y,No,20,4,3,80,1,8,5,3,6,3,0,0
36,0,Travel_Rarely,661,Sales,7,4,Marketing,1,1608.0,1,Male,31,3,2,Sales Executive,4,Married,5647,12241,2,Y,Yes,12,3,4,80,3,12,5,3,3,2,0,2
29,0,Travel_Rarely,955,Sales,24,3,Life Sciences,1,1478.0,4,Male,81,1,2,Sales Executive,1,Married,8620,5340,1,Y,Yes,12,3,4,80,2,10,3,3,10,7,0,4
31,1,Travel_Rarely,1254,Sales,2,2,Life Sciences,1,297.0,3,Male,88,3,2,Sales Executive,1,Married,6118,23687,1,Y,No,12,3,3,80,1,10,3,3,10,0,0,2
